company_ID,company_name,company_pic,company_address,company_email,company_field,company_Phone,company_size,training_price,group,training_location,training_date,training_topic,training_field,training_type,order_history,improved_abilities,training_materials_quality,trainer_satisfaction_level,facility,satisfaction_level,continuity,likelihood_of_recommendation
193,CV Prastuti,Zalindra Anggraini,"Gg. BKR No. 4
Sungai Penuh, Jawa Tengah 51378",elvin87@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,+62 (72) 074 3923,Menengah,100000,Retail,"Unit 6120 Box 0687
DPO AA 48708",2023-12-29,Excel & Powerpoint For Powerful Business Applications,Leadership & Managerial,Public Training,7,44,9,7,1,5.666666666666667,no,48.66666666666667
194,PT Nababan,Vanesa Riyanti,"Gang Lembong No. 535
Tangerang Selatan, Sulawesi Barat 29886",empluknainggolan@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",+62-067-702-7022,Besar,200000,Retail,"129 Crawford Squares Suite 410
Sanchezchester, OK 52744",2023-12-12,Managing General Affairs Excellence,Leadership & Managerial,Public Training,6,51,3,8,8,6.333333333333333,no,52.047619047619044
195,PD Lestari Gunawan Tbk,"Gasti Prabowo, S.H.","Jalan Cikutra Timur No. 531
Medan, Sulawesi Selatan 85863",juliwahyudin@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62 (029) 580 4689,Besar,400000,Retail,"6812 Flores River
Rodneyshire, CT 28480",2023-11-10,"Manajemen Pembelian, PPIC & Negosiasi Pengadaan",Leadership & Managerial,Public Training,3,59,10,1,6,5.666666666666667,no,45.095238095238095
196,PD Permata Rajata Tbk,Ilsa Pertiwi,"Gg. Wonoayu No. 06
Banjarbaru, SS 53512",nwaskita@example.com,Industri Pengelahan,+62 (0779) 097-4845,Menengah,700000,Group,"9542 Brown Shoal
South Sandratown, IL 39491",2024-01-02,Purchasing Excellence Administration,Leadership & Managerial,Public Training,1,85,5,8,2,5.0,no,42.142857142857146
197,PD Wahyudin Andriani,Gatot Permata,"Jalan Ciwastra No. 1
Binjai, Maluku Utara 44303",imanullang@example.com,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,088 292 7396,Menengah,700000,Group,"82661 Johnson Lake
Michelleberg, OK 20768",2023-11-14,Warehouse Administration for Better Efficiency & Productivity,Leadership & Managerial,Public Training,7,76,8,6,10,8.0,no,66.57142857142857
198,UD Pratiwi Tbk,"Cahyadi Wulandari, S.Pd","Jalan Ronggowarsito No. 861
Balikpapan, JI 80908",jailaniasmianto@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,(0705) 339 7537,Kecil,500000,Retail,"7709 Mitchell Mission Suite 371
Port Kimberly, LA 97336",2023-11-20,Microsoft Excel VBA (Macros) Complete Beginner,Leadership & Managerial,Public Training,6,58,10,9,1,6.666666666666667,no,54.952380952380956
199,UD Hutapea Tbk,Zalindra Sudiati,"Gang Moch. Ramdan No. 8
Kendari, Bengkulu 00201",dariatiiswahyudi@example.net,Lainnya,+62 (75) 114 2858,Besar,600000,Retail,"60685 Baker Village
South Matthew, SD 47966",2023-11-20,Professional Tenant & Property Management,Leadership & Managerial,Public Training,2,74,3,6,3,4.0,no,36.285714285714285
200,PT Novitasari,Drs. Raharja Saptono,"Gg. Laswi No. 542
Palopo, Sulawesi Utara 52610",xkurniawan@example.org,Real Estat,(083) 716-6494,Menengah,1000000,Group,"Unit 1051 Box 4621
DPO AP 15317",2023-12-19,Corporate Event Management,Leadership & Managerial,Public Training,1,49,10,1,8,6.333333333333333,yes,46.65986394557823
201,UD Winarno Laksmiwati Tbk,"Rizki Habibi, M.Farm","Gg. Rajawali Barat No. 93
Pekanbaru, Bali 77118",adinatamangunsong@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62-0234-836-8343,Besar,600000,Retail,"120 Gutierrez Centers Apt. 242
West Davidfort, OK 10885",2023-12-28,Distribution Management,Leadership & Managerial,Public Training,3,88,3,10,3,5.333333333333333,no,47.333333333333336
202,PD Kuswandari (Persero) Tbk,Karimah Saragih,"Jl. Ciumbuleuit No. 54
Ternate, SB 98494",wulandarimulyanto@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62 (0421) 041 2418,Besar,800000,Retail,"574 Brian Streets Suite 171
Daniellechester, OR 65247",2023-12-23,Best Practice For Supply Chain Management,Leadership & Managerial,Public Training,3,61,5,6,4,5.0,no,41.57142857142857
203,CV Padmasari Yolanda (Persero) Tbk,Hardi Pradipta,"Gg. Pasteur No. 7
Kotamobagu, NT 02986",bharyanto@example.net,Lainnya,+62 (794) 789 0577,Menengah,900000,Retail,"Unit 1825 Box 8585
DPO AA 98207",2023-11-29,Legal Drafting to Prevent and Anticipate Business Conflict & Dispute,Leadership & Managerial,Public Training,6,73,4,1,4,3.0,no,36.142857142857146
204,UD Wasita (Persero) Tbk,Kiandra Nababan,"Jalan W.R. Supratman No. 3
Ternate, Lampung 77401",tantri84@example.com,Industri Pengelahan,+62 (0061) 857-0191,Menengah,600000,Retail,"USCGC Carson
FPO AP 89239",2023-11-21,Agile Leadership: What Leaders Have To Do in Enabling Agile Transformation,Leadership & Managerial,Public Training,3,99,4,2,9,5.0,no,47.0
205,Perum Situmorang,Keisha Nababan,"Gg. Cempaka No. 114
Solok, Sumatera Barat 40206",purwantonatsir@example.com,"Kesenian, Hiburan Dan Rekreasi",(0526) 751-3098,Besar,100000,Group,"03122 Gordon Locks
Riveraberg, SC 10388",2023-12-24,Infografis & pembuatan materi presentasi bagi level manajemen,Leadership & Managerial,Public Training,1,64,8,9,9,8.666666666666666,no,60.09523809523809
206,Perum Lestari Tbk,T. Ibun Kuswandari,"Jalan Pelajar Pejuang No. 182
Yogyakarta, Kalimantan Tengah 69200",balidin25@example.org,Kontruksi,(082) 014-9756,Besar,600000,Retail,"78649 Clayton Heights
Deborahland, MA 22948",2023-12-11,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Leadership & Managerial,Public Training,5,72,9,4,2,5.0,no,46.0
207,PT Pranowo Sinaga Tbk,Gaduh Waskita,"Gg. Ciwastra No. 087
Cilegon, KB 57150",sitompuladinata@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",+62-0194-754-4415,Kecil,500000,Retail,"6006 Ryan Harbor
Smallmouth, WA 33173",2024-01-03,Distance Coaching & Mentoring using Digital approach,Leadership & Managerial,Public Training,1,67,1,7,1,3.0,no,28.142857142857142
208,Perum Lazuardi Puspita,"Teddy Megantara, S.Kom","Jl. Setiabudhi No. 05
Tomohon, LA 86927",daliminhakim@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",+62 (057) 296 5824,Menengah,100000,Retail,"Unit 0345 Box 6188
DPO AP 72581",2023-12-04,Analisa Data dan Penampilannya bagi Presentasi Manajemen,Leadership & Managerial,Public Training,9,49,2,7,9,6.0,no,54.142857142857146
209,PD Zulaika Halim Tbk,Melinda Lestari,"Gg. Dr. Djunjunan No. 35
Bengkulu, KU 07570",fathonah76@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62 (0074) 708-5481,Besar,900000,Retail,"9079 Anderson Hill
North Yolanda, MT 57956",2023-11-18,Modern Project Management: Combining Scrum & Sprint,Leadership & Managerial,Public Training,8,63,6,2,3,3.6666666666666665,no,41.38095238095237
210,PD Nasyiah Tbk,Ifa Manullang,"Gang Lembong No. 44
Makassar, BT 52276",gamblang16@example.org,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,(0262) 754 2497,Besar,500000,Retail,"7252 Anderson Course
Phyllisborough, DE 11970",2023-11-23,"Modern Presentation skills: Combining StoryTelling, Doodly, Storyline and Video-Sound Creation",Leadership & Managerial,Public Training,5,72,3,1,8,4.0,no,40.285714285714285
211,UD Halimah Tbk,Violet Widodo,"Gang Waringin No. 8
Manado, Sulawesi Tengah 21013",zalindrasaptono@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,081 645 2697,Besar,100000,Group,"496 Nguyen Ridges Suite 512
Kimside, VI 50801",2023-12-25,Innovative Business Thinking & Productive Creativity with IDEO & XQ Principles,Leadership & Managerial,Public Training,4,79,3,10,6,6.333333333333333,yes,55.2312925170068
212,PD Andriani,"Dt. Jayadi Susanti, S.Farm","Jl. Surapati No. 0
Magelang, JT 23042",vanesa41@example.net,Pertambangan dan Penggalian,+62 (50) 816 4957,Kecil,900000,Retail,"37617 Robert Garden Suite 001
Davidberg, KS 94645",2024-01-05,Five Core Leadership Using POCE,Leadership & Managerial,Public Training,5,99,8,8,7,7.666666666666667,yes,67.1360544217687
213,CV Adriansyah Pudjiastuti,Reza Sihotang,"Gang Monginsidi No. 43
Bogor, Kalimantan Utara 20932",pradanajumari@example.net,"Kesenian, Hiburan Dan Rekreasi",0836713626,Menengah,600000,Retail,"PSC 3476, Box 5245
APO AE 54510",2024-01-05,"Appreciative Inquiry Application in Resolving Conflict, Executive Coaching, Change Management and Business Transformation",Leadership & Managerial,Public Training,7,30,4,10,6,6.666666666666667,yes,54.421768707483
214,PT Prasetyo Tbk,Mulyono Sihotang,"Gg. Otto Iskandardinata No. 2
Yogyakarta, Gorontalo 52085",ikusumo@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62 (14) 851-7810,Menengah,600000,Retail,"355 Nicole Mount
Boothport, HI 05730",2023-12-20,Winning Negotiation Skills,Leadership & Managerial,Public Training,3,53,5,10,4,6.333333333333333,yes,50.088435374149654
215,CV Sihotang Damanik,Ir. Lidya Saputra,"Gang Peta No. 779
Padang Sidempuan, SB 07093",dalionopratiwi@example.org,Kontruksi,+62 (694) 900 7199,Besar,600000,Group,"266 Crystal Square
Debraburgh, PW 12774",2023-11-08,Effective Communication & Interpersonal Skills,Leadership & Managerial,Public Training,1,67,9,4,9,7.333333333333333,yes,54.945578231292515
216,Perum Sinaga,Cut Zaenab Najmudin,"Jl. Jend. Sudirman No. 17
Bogor, MU 33263",garda56@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",(067) 076 7942,Menengah,100000,Retail,"3021 Moran Ford
Sarahview, MN 96532",2023-12-20,Effective Time & Activity Management,Leadership & Managerial,Public Training,2,74,7,1,8,5.333333333333333,no,43.90476190476191
217,PT Saputra Hariyah,Cinta Hakim,"Jl. Jayawijaya No. 8
Palangkaraya, JI 71952",hartana20@example.com,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62-074-632-7117,Menengah,800000,Retail,"5024 Mitchell Drive Apt. 476
North Michellefurt, AS 41860",2023-12-13,Facilitative & Empathic Leadership,Leadership & Managerial,Public Training,5,96,4,9,7,6.666666666666667,no,58.952380952380956
218,UD Putra Rahimah (Persero) Tbk,Cakrabirawa Sitorus,"Gg. Soekarno Hatta No. 1
Palembang, KI 07215",ginalaksita@example.com,Kontruksi,(0190) 291-3439,Kecil,900000,Group,"517 Walker Green
Franciscoview, MO 48040",2023-11-21,Creative Leadership Management For Better Result,Leadership & Managerial,Public Training,7,99,3,4,2,3.0,no,41.285714285714285
219,PT Anggraini Sihombing,Maria Maryati,"Jalan Kiaracondong No. 654
Purwokerto, Sumatera Selatan 80277",yessisalahudin@example.org,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",(092) 121-6329,Kecil,700000,Group,"49232 Alexis Village
New Erikaburgh, FL 73027",2023-12-22,Innovative Leadership for Changes,Leadership & Managerial,Public Training,9,64,1,6,8,5.0,no,50.57142857142857
220,PD Nainggolan Tbk,Adiarja Adriansyah,"Gg. Sukabumi No. 5
Surabaya, GO 82797",zsafitri@example.com,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,086 593 6523,Kecil,600000,Group,"665 Eric Shoal Suite 081
Gonzalezfurt, OR 94068",2023-12-02,Shopfloor Leadership & Management : Leading By Genba Keizen,Leadership & Managerial,Public Training,5,77,7,1,8,5.333333333333333,no,48.61904761904761
221,PT Rahmawati (Persero) Tbk,Dr. Gawati Waluyo,"Gang Pasir Koja No. 93
Meulaboh, KS 39881",gentasihombing@example.com,"Kesenian, Hiburan Dan Rekreasi",+62 (63) 903-0591,Menengah,1000000,Group,"663 Rice Bridge
Brandonside, WV 86148",2023-11-15,Creative Problem Solving & Decision Making,Leadership & Managerial,Public Training,5,38,3,9,10,7.333333333333333,no,54.476190476190474
222,CV Lailasari Novitasari Tbk,Raihan Firmansyah,"Jalan Rungkut Industri No. 1
Pasuruan, GO 36020",waluyo96@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",0888579304,Besar,800000,Retail,"3997 Ashley Avenue
East Sylviaton, MN 16862",2023-12-04,"Manajemen Emosi, Temperamen, Dan Kontrol Diri Untuk Service Excellent",Leadership & Managerial,Public Training,2,69,5,4,4,4.333333333333333,no,37.476190476190474
223,PT Mardhiyah Tbk,Halima Kuswoyo,"Gg. Kendalsari No. 74
Banjar, KS 56777",dariati17@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",(040) 926 9420,Kecil,1000000,Group,"6327 Jordan Forges Suite 767
West James, AK 92518",2023-11-15,Practical Business Presentation Skills,Leadership & Managerial,Public Training,6,45,1,3,6,3.3333333333333335,no,34.04761904761905
224,CV Maryadi,Najib Usamah,"Gang Jend. Sudirman No. 06
Dumai, Lampung 08529",knatsir@example.org,Industri Pengelahan,(0026) 528 9506,Kecil,200000,Group,"274 Stacy Rapids Suite 698
Rossville, OR 05198",2024-01-04,Hypnotic Business Presentation PowerPoint Short-Cut & Effective Influencing,Leadership & Managerial,Public Training,9,94,4,3,4,3.6666666666666665,no,47.238095238095234
225,CV Usamah (Persero) Tbk,drg. Empluk Mardhiyah,"Jalan Bangka Raya No. 9
Depok, AC 43512",raihan32@example.com,Kontruksi,+62-091-455-0932,Besar,500000,Retail,"86657 Butler Forest Suite 724
Lake Angela, MH 16416",2023-12-04,Smart Way To Improve Your Negotiation Skills For Leader,Leadership & Managerial,Public Training,1,90,9,8,10,9.0,no,65.71428571428571
226,CV Maryati Mulyani,Hana Zulkarnain,"Jl. Dipatiukur No. 188
Sorong, AC 39541",rmelani@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (0917) 736-1671,Besar,1000000,Retail,"29260 Morris Ville
South Rebeccaberg, GU 45008",2023-12-22,Keterampilan Komunikasi Dalam Rapat Dan Diskusi,Leadership & Managerial,Public Training,2,97,7,1,1,3.0,no,33.857142857142854
227,PT Kurniawan Maryadi,"Cinthia Purwanti, S.Pt","Gang Gegerkalong Hilir No. 414
Surabaya, NT 87253",gamanutama@example.net,Pertambangan dan Penggalian,+62 (038) 847-9807,Besar,300000,Retail,"4834 Patricia Neck
New Danielland, RI 43184",2024-01-05,Communication Skills in Project Management,Leadership & Managerial,Public Training,7,60,9,2,1,4.0,no,41.42857142857143
228,PD Melani Prabowo (Persero) Tbk,"R. Jayeng Firgantoro, S.Pd","Jl. KH Amin Jasuta No. 6
Kota Administrasi Jakarta Timur, KU 83059",gadang82@example.net,Lainnya,(0369) 654-1952,Besar,900000,Retail,"6649 Barbara Flats
East Davidmouth, NY 90410",2023-11-25,Sytemic Design Thinking: To foster Creativity & Increase Team Innovation For Leaders,Leadership & Managerial,Public Training,7,46,6,3,4,4.333333333333333,no,41.33333333333333
229,PD Simbolon Hutagalung (Persero) Tbk,"Clara Siregar, S.Sos","Gg. Rungkut Industri No. 9
Tegal, Kalimantan Tengah 76663",baktianto12@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (708) 819 9130,Kecil,900000,Group,"51978 Sara Key
Port April, AL 29476",2023-12-28,Etos Kerja Unggulan Di Era Business Improvement,Leadership & Managerial,Public Training,3,97,10,5,10,8.333333333333334,no,65.76190476190477
230,CV Mardhiyah (Persero) Tbk,Hani Ramadan,"Gg. Indragiri No. 075
Denpasar, BE 98992",mlaksmiwati@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,(0270) 332-1855,Menengah,200000,Retail,"7689 Elizabeth Pine Suite 286
North Russellburgh, PW 66422",2023-12-19,Management Skills For New Managers,Leadership & Managerial,Public Training,5,53,7,10,9,8.666666666666666,no,64.23809523809523
231,PD Hutapea,KH. Caraka Purnawati,"Gg. Moch. Toha No. 783
Lhokseumawe, Kalimantan Barat 54742",dalima38@example.net,"Kesenian, Hiburan Dan Rekreasi",+62 (13) 617 2669,Kecil,100000,Retail,"8305 Jessica Square Apt. 897
Romeroville, TN 89951",2023-12-30,Effective Supervision & Coaching For Higher Productivity,Leadership & Managerial,Public Training,4,27,8,4,8,6.666666666666667,no,47.66666666666667
232,PT Adriansyah,Niyaga Wacana,"Jl. Siliwangi No. 5
Sorong, PA 17539",hutagalungcaraka@example.com,Pertambangan dan Penggalian,+62 (702) 702 8179,Besar,800000,Group,"68204 Keith Land Suite 956
New Pamelaland, CO 15530",2023-11-19,Analytical Skills For Leaders,Leadership & Managerial,Public Training,7,63,10,6,7,7.666666666666667,yes,64.85034013605443
233,UD Prasetyo Ramadan Tbk,Cut Paris Saptono,"Gang Jend. Sudirman No. 07
Tidore Kepulauan, DI Yogyakarta 51459",langgeng44@example.com,Aktivitas Jasa Lainnya,+62 (032) 876 9590,Besar,900000,Group,"658 Scott Flat Apt. 145
Susanberg, DE 19697",2023-11-14,"Innovative, Systematic & Lateral Thinking For Leader",Leadership & Managerial,Public Training,5,33,1,7,7,5.0,no,40.42857142857143
234,CV Sudiati (Persero) Tbk,"Wardaya Astuti, S.IP","Jl. Tubagus Ismail No. 44
Metro, KT 00229",qkusumo@example.com,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62-776-089-0500,Besar,900000,Retail,"6418 Mendoza Streets
Haroldville, VA 59354",2023-11-21,Leading & Motivating With NLP,Leadership & Managerial,Public Training,1,31,7,5,9,7.0,no,45.857142857142854
235,PD Hassanah Thamrin (Persero) Tbk,"Hari Prayoga, S.E.I","Jalan Peta No. 10
Lubuklinggau, SU 24156",irawandarimin@example.net,Aktivitas Jasa Lainnya,086 926 3746,Besar,100000,Group,"929 Gray Walks Apt. 488
Lake Marissafort, CO 56632",2023-11-29,Mengubah Bawahan Bermasalah & Berkonflik Menjadi Produktif & Suportif,Leadership & Managerial,Public Training,1,28,6,7,2,5.0,no,34.0
236,PT Prastuti,Zelaya Utama,"Jl. K.H. Wahid Hasyim No. 294
Singkawang, SU 01960",whardiansyah@example.net,Industri Pengelahan,+62 (097) 235 5171,Kecil,300000,Retail,"2778 Weeks Ferry
Lake Andreabury, DE 76067",2023-12-30,"Manajemen Emosi, Temperamen, Dan Kontrol Diri Untuk Leader",Leadership & Managerial,Public Training,5,65,6,7,8,7.0,yes,58.46938775510204
237,PT Yulianti Tbk,"Nadia Wibowo, S.T.","Gang Gegerkalong Hilir No. 505
Banjarmasin, DI Yogyakarta 66073",dabukkeadikara@example.com,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62-930-443-5022,Besar,400000,Retail,"51117 Annette Crossroad
West Jordanton, CT 59219",2023-12-06,Insight Fundamental Of Investor Relationship; Industry- Vendor-supplier,Leadership & Managerial,Public Training,4,33,10,4,4,6.0,yes,46.755102040816325
238,Perum Wastuti Mandasari,"Pia Wulandari, M.Kom.","Jl. Kiaracondong No. 47
Palu, Sumatera Utara 93784",wpradipta@example.net,Real Estat,0879137751,Menengah,500000,Retail,"23346 Ramirez Locks
Laneside, RI 36308",2023-12-02,EXPERT COACHING: How to Manage Managers,Leadership & Managerial,Public Training,4,54,3,7,4,4.666666666666667,no,40.09523809523809
239,PD Lestari Tbk,Devi Mandala,"Gang Pasteur No. 8
Tanjungbalai, DI Yogyakarta 42063",nababanvanesa@example.com,Pengangkutan dan Pergudangan,(048) 383 4571,Kecil,800000,Group,"103 Abbott Island
East Daniellefort, AS 96786",2024-01-04,Succession Planning & Management,Leadership & Managerial,Public Training,6,41,10,4,3,5.666666666666667,no,46.80952380952381
240,UD Pertiwi (Persero) Tbk,Shania Marpaung,"Jalan Setiabudhi No. 700
Batu, Sumatera Barat 53270",rosman42@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62 (023) 824 0967,Kecil,900000,Group,"368 Isabel Mills Apt. 926
Kristinamouth, PW 77235",2023-11-09,Distribution Management,Leadership & Managerial,Public Training,3,86,3,4,9,5.333333333333333,no,47.04761904761905
241,UD Wijaya Tbk,Dalima Thamrin,"Gg. Raya Ujungberung No. 5
Bitung, SR 23240",laraskusmawati@example.com,Pengangkutan dan Pergudangan,+62-0613-730-0431,Besar,800000,Retail,"4395 Jessica Street Apt. 682
New Adam, ID 09175",2023-12-12,Professional Telesales & Telemarketing,Sales & Marketing,Inhouse Training,1,49,9,7,7,7.666666666666667,no,52.23809523809524
242,CV Wijayanti Marpaung,Ajeng Aryani,"Jl. PHH. Mustofa No. 2
Pekalongan, Maluku 47994",labuh23@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",+62-070-102-0736,Menengah,600000,Group,"076 Andrews Drives
Port Patrickchester, MP 38249",2023-12-27,HR consulting skills for HR Professional: Core skills to ensure  excellent strategies to implementation,Finance,Online Training,9,82,7,3,2,4.0,no,47.42857142857143
243,Perum Aryani Setiawan Tbk,"Narji Hasanah, S.E.I","Gang Jayawijaya No. 4
Bogor, MU 10443",mulyasihombing@example.com,"Pertanian, Kehutanan, dan Perikanan",+62-0812-764-8685,Menengah,300000,Retail,"2795 Walsh Junction
Amandafurt, ME 46608",2023-11-16,Simple Methode of Corporate Tax Calculation PPN-PPH,Office & Administration,Inhouse Training,7,27,6,6,2,4.666666666666667,no,40.523809523809526
244,UD Megantara,"Hasna Pratama, M.TI.","Jalan K.H. Wahid Hasyim No. 1
Surabaya, BE 83545",nugrohonalar@example.net,Lainnya,(0293) 427-7867,Menengah,1000000,Group,"86098 Hernandez Trace Suite 107
West Katelynchester, SD 31923",2023-12-10,Mortgage Credit Analysis Training,Finance,Online Training,4,97,9,2,2,4.333333333333333,no,44.33333333333333
245,Perum Agustina Palastri (Persero) Tbk,Jarwi Wibowo,"Jl. Ir. H. Djuanda No. 4
Bukittinggi, JK 86451",dianhutagalung@example.org,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",+62-0857-040-6513,Kecil,800000,Group,"15785 George Ramp Suite 927
Port Theresastad, WI 18095",2023-12-28,Five Core Leadership Using POCE,Leadership & Managerial,Online Training,2,55,4,9,3,5.333333333333333,no,41.1904761904762
246,CV Anggraini Irawan Tbk,Septi Simbolon,"Gg. M.T Haryono No. 750
Tanjungbalai, Kalimantan Tengah 12893",argonolazuardi@example.com,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62 (056) 965-9839,Menengah,200000,Retail,"52173 Michael Tunnel
West Shaneburgh, AL 08527",2023-12-29,Hukum Perkreditan Tingkat Lanjut,Finance,Public Training,5,27,2,3,1,2.0,no,22.428571428571427
247,Perum Habibi Hariyah (Persero) Tbk,"R.A. Patricia Zulkarnain, S.Farm","Gg. Pasir Koja No. 04
Palangkaraya, Sulawesi Utara 96004",bsihombing@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,(0642) 514-7183,Kecil,500000,Retail,"26843 Schwartz Drive
Port Antoniofort, IA 38743",2023-11-13,Teknik Penagihan Melibatkan Aspek Hukum,HR & Training,Inhouse Training,8,42,5,5,5,5.0,no,46.0
248,PT Pratiwi Nainggolan Tbk,"Drs. Restu Hariyah, S.Pt","Jalan Wonoayu No. 121
Pariaman, NT 55853",aniardianto@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",+62 (039) 369 4844,Besar,500000,Group,"581 Jenkins Manors Suite 986
Reneestad, VI 20937",2023-11-28,Mortgage Credit Analysis Training,Finance,Inhouse Training,6,29,8,5,3,5.333333333333333,no,43.19047619047619
249,UD Sinaga Tbk,Novi Wahyuni,"Gg. Setiabudhi No. 864
Singkawang, Kalimantan Timur 40383",karyahutapea@example.net,Real Estat,(0001) 786-6864,Besar,600000,Group,"66451 Smith Manor Apt. 684
East Heidifurt, HI 26661",2023-12-21,Sales Performance Improvement For Extraordinary Result,Sales & Marketing,Inhouse Training,1,24,2,3,7,4.0,no,27.714285714285715
250,UD Suryono Rahayu Tbk,Tgk. Radika Prayoga,"Jalan KH Amin Jasuta No. 8
Prabumulih, Kalimantan Utara 36988",prasetyalaksana@example.net,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62 (44) 942 5984,Kecil,1000000,Retail,"7182 Baxter Village
Louishaven, AL 51539",2024-01-05,Create A Simple Integrating Payroll System for Salary Efficiently and Effectively,Credit & Collection,Online Training,5,60,3,5,1,3.0,no,32.857142857142854
251,Perum Zulaika,Kartika Saragih,"Jl. K.H. Wahid Hasyim No. 498
Sawahlunto, GO 46690",ihakim@example.com,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62 (022) 252-6813,Menengah,500000,Group,"0398 Williams Mews Suite 829
Loristad, NC 72353",2023-11-23,"Business Acumen: Think, Sense & Act like CEO",Credit & Collection,Public Training,9,40,7,8,7,7.333333333333333,yes,62.517006802721085
252,PT Lazuardi Tbk,Maras Padmasari,"Gang Pasteur No. 159
Ternate, AC 41371",wprasetya@example.com,Aktivitas Jasa Lainnya,(0994) 929-7391,Menengah,900000,Group,"466 John Cape
South Rachelberg, NH 57131",2023-12-24,"Fraud Prevention & Handling bagi Pembiayaan Mikro: Identifikasi, Investigasi, Penanganan, Aspek Hukum, Trend & Metode Terbaru",HR & Training,Public Training,8,76,3,2,10,5.0,no,50.857142857142854
253,PT Mustofa Prasetya (Persero) Tbk,"Sutan Pangeran Megantara, S.Farm","Jalan Tebet Barat Dalam No. 0
Palopo, PA 43945",xthamrin@example.org,Penyediaan Akomodasi Dan Penyediaan Makan Minum,(066) 738 1358,Kecil,300000,Group,"5627 Christine Harbor
South Tinafort, IL 64525",2023-12-20,"Perencanaan, Audit & Analisa Kebutuhan Keuangan Perusahaan",Office & Administration,Online Training,2,42,4,2,5,3.6666666666666665,no,29.809523809523807
254,Perum Pradipta Gunarto (Persero) Tbk,"R.M. Soleh Hutagalung, S.H.","Jl. Pasteur No. 707
Dumai, DKI Jakarta 83568",tprayoga@example.com,Industri Pengelahan,(024) 281-2307,Menengah,900000,Retail,"838 Bell Road
Bryanburgh, NE 97247",2024-01-05,People (HR) Analytics: For HR & Non HR Professional,Finance,Public Training,2,75,8,9,6,7.666666666666667,yes,59.421768707483
255,PD Yuniar Anggriawan Tbk,Genta Sitorus,"Jl. Ronggowarsito No. 732
Payakumbuh, MA 32356",latif08@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",(0293) 752 5468,Besar,400000,Retail,"6576 Jackson Parkway
Fischerstad, VI 63907",2023-12-16,HR consulting skills for HR Professional: Core skills to ensure  excellent strategies to implementation,Finance,Online Training,8,95,4,7,5,5.333333333333333,no,55.476190476190474
